universally,"In a universal manner; without exception; as, God's laws are universally binding on his creatures."
universalness,The quality or state of being universal; universality.
universe,"All created things viewed as constituting one system or whole; the whole body of things, or of phenomena; the mundus of the Latins; the world; creation. How may I Adore thee, Author of this universe And all this good to man! Milton."
university,"1. The universe; the whole. [Obs.] Dr. H. More. 2. An association, society, guild, or corporation, esp. one capable of having and acquiring property. [Obs.] The universities, or corporate bodies, at Rome were very numerous. There were corporations of bakers, farmers of the revenue, scribes, and others. Eng. Cyc. 3. An institution organized and incorporated for the purpose of imparting instruction, examining students, and otherwise promoting education in the higher branches of literature, science, art, etc., empowered to confer degrees in the several arts and faculties, as in theology, law, medicine, music, etc. A university may exist without having any college connected with it, or it may consist of but one college, or it may comprise an assemblage of colleges established in any place, with professors for instructing students in the sciences and other branches of learning. The present universities of Europe were, originally, the greater part of them, ecclesiastical corporations, instituted for the education of churchmen . . . What was taught in the greater part of those universities was suitable to the end of their institutions, either theology or something that was merely preparatory to theology. A. Smith. Note: From the Roman words universitas, collegium, corpus, are derived the terms university, college, and corporation, of modern languages; and though these words have obtained modified significations in modern times, so as to indifferently applicable to the same things, they all agree in retaining the fundamental signification of the terms, whatever may have been added to them. There is now no university, college, or corporation, which is not a juristical person in the sense above explained [see def. 2, above]; wherever these words are applied to any association of persons not stamped with this mark, it is an abuse of terms. Eng. Cyc."
university extension,The extension of the advantages of university instruction by means of lectures and classes at various centers.
universological,Of or pertaining to universology.
universologist,One who is versed in universology.
universology,"The science of the universe, and the relations which it involves."
univocacy,The quality or state of being univocal. [R.] Sir T. Browne.
univocal,"1. Having one meaning only; -- contrasted with equivocal. 2. Having unison of sound, as the octave in music. See Unison, n., 2. 3. Having always the same drift or tenor; uniform; certain; regular. [R.] Sir T. Browne. 4. Unequivocal; indubitable. [Obs.] Jer. Taylor.  1. (Aristotelian Logic)  A generic term, or a term applicable in the same sense to all the species it embraces. 2. A word having but one meaning."
univocally,"In a univocal manner; in one term; in one sense; not equivocally. How is sin univocally distinguished into venial and mortal, if the venial be not sin Bp. Hall."
univocation,Agreement of name and meaning. [Obs.] Whiston.
unjoin,To disjoin.
unjoint,To disjoint.
unjointed,"1. Disjointed; unconnected; hence, incoherent. Shak. 2. Etym: [Pref. un- + jointed.]  Having no joint or articulation; as, an unjointed stem."
unjust,"1. Acting contrary to the standard of right; not animated or controlled by justice; false; dishonest; as, an unjust man or judge. 2. Contrary to justice and right; prompted by a spirit of injustice; wrongful; as, an unjust sentence; an unjust demand; an unjust accusation. -- Un*just""ly, adv. -- Un*just""ness, n."
unjustice,Want of justice; injustice. [Obs.] Hales.
unkard,See Unked. [Prov. Eng.]
unke,A European aquatic toad (Bombinator igneus). Its back is dark; its belly is marked with crimson. Called also feuerkr̦te.
unked,1. Odd; strange; ugly; old; uncouth. [Prov. Eng.] 2. Lonely; dreary; unkard. [Prov. Eng.] Weston is sadly unked without you. Cowper.
unkemmed,Unkempt. [Obs.]
unkempt,"1. Not combed; disheveled; as, an urchin with unkempt hair. 2. Fig.; Not smoothed; unpolished; rough. My rhymes be rugged and unkempt. Spenser."
unkennel,"1. To drive from a kennel or hole; as, to unkennel a fox. 2. Fig.: To discover; to disclose. Shak."
unkent,Unknown; strange. [Obs. or Scot.] W. Browne.
unketh,Uncouth. [Obs. or Prov. Eng.]
unkind,"Having no race or kindred; childless. [Obs. & R.] Shak.  1. Not kind; contrary to nature, or the law of kind or kindred; unnatural. [Obs.] ""Such unkind abominations."" Chaucer. 2. Wanting in kindness, sympathy, benevolence, gratitude, or the like; cruel; harsh; unjust; ungrateful. He is unkind that recompenseth not; but he is most unkind that forgetteth. Sir T. Elyot. -- Un*kind""ly, adv. -- Un*kind""ness, n."
unkindliness,Unkindness. Tennyson.
unkindly,"1. Not kindly; unkind; ungracious. 2. Unnatural; contrary to nature. [Obs.] ""Unkindly crime."" Spenser. 3. Unfavorable; annoying; malignant. Milton."
unkindred,"Not kindred; not of the same kin. [Obs.] Rowe. -- Un*kin""dred*ly, a."
unking,"To cause to cease to be a king. [R.] Shall his condescension, therefore, unking him South."
unkingship,"The quality or condition of being unkinged; abolition of monarchy. [Obs.] Unkingship was proclaimed, and his majesty's statues thrown down. Evelyn."
unkiss,To cancel or annul what was done or sealed by a kiss; to cancel by a kiss. [Obs.] Let me unkiss the oath 'twixt thee and me. Shak.
unkle,See Uncle. [Obs.]
unknight,To deprive of knighthood. Fuller.
unknit,"To undo or unravel what is knitted together. Fie, fie! unknit that threatening unkind brow. Shak."
unknot,To free from knots; to untie.
unknow,"1. To cease to know; to lose the knowledge of. [Obs.] 2. To fail of knowing; to be ignorant of. [Obs.]  Unknown. [Obs.] ""French of Paris was to her unknow."" Chaucer."
unknowledged,Not acknowledged or recognized. [Obs.] For which bounty to us lent Of him unknowledged or unsent. B. Jonson.
unknown,"Not known; not apprehended. -- Un*known""ness, n. [R.] Camden."
unlabored,"1. Not produced by labor or toil. ""Unlabored harvests."" Dryden. 2. Not cultivated; untitled; as, an unlabored field. 3. Not laboriously produced, or not evincing labor; as, an unlabored style or work. Tickell."
unlace,"1. To loose by undoing a lacing; as, to unlace a shoe. 2. To loose the dress of; to undress; hence, to expose; to disgrace. What's the matter, That you unlace your reputation thus Shak. 3. (Naut.)  To loose, and take off, as a bonnet from a sail, or to cast off, as any lacing in any part of the rigging of a vessel. Totten."
unlade,"1. To take the load from; to take out the cargo of; as, to unlade a ship or a wagon. The venturous merchant . . . Shall here unlade him and depart no more. Dryden. 2. To unload; to remove, or to have removed, as a load or a burden; to discharge. There the ship was to unlade her burden. Acts. xxi. 3."
unlaid,"1. Not laid or placed; not fixed. Hooker. 2. Not allayed; not pacified; not laid finally to rest. [R.] ""Stubborn, unlaid ghost."" Milton. 3. Not laid out, as a corpse. [R.] B. Jonson. Unlaid paper. See Laid paper, under Laid."
unland,To deprive of lands.
unlap,To unfold. [Obs.] Wyclif.
unlash,"To loose, as that which is lashed or tied down."
unlatch,"To open or loose by lifting the latch; as, to unlatch a door."
unlaugh,"To recall, as former laughter. [Obs. & R.] Sir T. More."
unlaw,1. To deprive of the authority or character of law. [Obs.] 2. To put beyond protection of law; to outlaw. [Obs.] 3. (Scots Law)  To impose a fine upon; to fine.  (a) Any transgression or offense against the law. (b) A fine imposed as a penalty for violation of the law.
